text,category,clean_text,label
Severe galvanic corrosion observed on SS flange and carbon steel pipe spool near acid wash line.,corrosion,severe galvanic corrosion observed on ss flange and carbon steel pipe spool near acid wash line,1
"Conveyor 2 drive gearbox smoking, oil level critically low and sight glass burned dark.",overheating,conveyor 2 drive gearbox smoking oil level critically low and sight glass burned dark,4
"TT-101 discharge temp transmitter giving erratic readings, jumping by +/- 50 deg F at random intervals.",sensor_malfunction,tt-101 discharge temp transmitter giving erratic readings jumping by 50 deg f at random intervals,5
"Pinhole in braided stainless steel hose on steering circuit, dripping onto frame.",hydraulic_leak,pinhole in braided stainless steel hose on steering circuit dripping onto frame,3
Boiler feed water flow transmitter output frozen at 4mA.,sensor_malfunction,boiler feed water flow transmitter output frozen at 4ma,5
"Hose chafing against frame rail near outrigger valve block, pin-hole leak developed.",hydraulic_leak,hose chafing against frame rail near outrigger valve block pin-hole leak developed,3
Hydraulic fluid spraying from pinhole in high pressure accumulator feed hose.,hydraulic_leak,hydraulic fluid spraying from pinhole in high pressure accumulator feed hose,3
"Conveyor transfer table PLC missed proximity switch input due to scan time lag, optimized ladder logic.",software_control_fault,conveyor transfer table plc missed proximity switch input due to scan time lag optimized ladder logic,6
Sorter line diverter arm actuator missing home sensor signal in PLC ladder logic.,software_control_fault,sorter line diverter arm actuator missing home sensor signal in plc ladder logic,6
"Boiler feed pump #3 inboard bearing failed temp check, smelling like burnt grease.",overheating,boiler feed pump 3 inboard bearing failed temp check smelling like burnt grease,4
"TE-01 suction temp sensor erratic, fluctuating +/- 15 deg F, needs calibration check",sensor_malfunction,te-01 suction temp sensor erratic fluctuating 15 deg f needs calibration check,5
Palletizer robot PLC threw a severe motion control fault on axis 4 servo loop.,software_control_fault,palletizer robot plc threw a severe motion control fault on axis 4 servo loop,6
"Blown wiper seal on hydraulic lift cylinder, allowing oil bypass and external drip.",hydraulic_leak,blown wiper seal on hydraulic lift cylinder allowing oil bypass and external drip,3
"HMI screen on packer #4 frozen, manual overrides unresponsive.",software_control_fault,hmi screen on packer 4 frozen manual overrides unresponsive,6
"Hydraulic unit B oil temp sensor shorted to ground, trips alarm.",sensor_malfunction,hydraulic unit b oil temp sensor shorted to ground trips alarm,5
"V-belt on exhaust fan #3 showing heavy fraying and cracking, needs immediate replacement.",wear_and_tear,v-belt on exhaust fan 3 showing heavy fraying and cracking needs immediate replacement,7
"Sifter screen gasket deteriorated, product dust leaking out around the perimeter frame.",wear_and_tear,sifter screen gasket deteriorated product dust leaking out around the perimeter frame,7
"Chilled water pump baseplate completely rusted through, motor alignment drifting out of spec.",corrosion,chilled water pump baseplate completely rusted through motor alignment drifting out of spec,1
"Pallet wrapper turntable PLC memory fault, program restored from backup card.",software_control_fault,pallet wrapper turntable plc memory fault program restored from backup card,6
Exhaust scrubber recirculation pump impeller vanes eroded from chemical exposure.,wear_and_tear,exhaust scrubber recirculation pump impeller vanes eroded from chemical exposure,7
Line 5 sorting conveyor photoeye signals delayed due to PLC scan cycle overload.,software_control_fault,line 5 sorting conveyor photoeye signals delayed due to plc scan cycle overload,6
"Rotary kiln drive motor thermal cutout activated, ambient room temp near kiln is 50C.",overheating,rotary kiln drive motor thermal cutout activated ambient room temp near kiln is 50c,4
Condensate return line pitted and leaking pinhole water spray near steam trap station 4.,corrosion,condensate return line pitted and leaking pinhole water spray near steam trap station 4,1
"Blown control transformer fuse on Packaging Robot #1, troubleshooting short.",electrical_fault,blown control transformer fuse on packaging robot 1 troubleshooting short,2
Chilled water pump 2 baseplate severely degraded by rust; motor alignment compromised.,corrosion,chilled water pump 2 baseplate severely degraded by rust motor alignment compromised,1
Corroded threads on emergency eye-wash station supply valve causing it to leak when actuated.,corrosion,corroded threads on emergency eye-wash station supply valve causing it to leak when actuated,1
"Hydraulic cylinder wiper seal cracked, letting dirt score the chrome rod.",wear_and_tear,hydraulic cylinder wiper seal cracked letting dirt score the chrome rod,7
"Exhaust blower pillow block bearing seized, belt smoking.",bearing_failure,exhaust blower pillow block bearing seized belt smoking,0
"Boiler feedwater pump wear rings rubbed, discharge pressure dropping under load.",wear_and_tear,boiler feedwater pump wear rings rubbed discharge pressure dropping under load,7
Diesel generator cooling fan belt cracked in multiple rib grooves.,wear_and_tear,diesel generator cooling fan belt cracked in multiple rib grooves,7
"Wastewater lift station PLC battery low, potential config loss on power cycle.",software_control_fault,wastewater lift station plc battery low potential config loss on power cycle,6
Sifter deck suspension springs are fatigued and sagging on one side.,wear_and_tear,sifter deck suspension springs are fatigued and sagging on one side,7
Heavy leak from the main hydraulic pump suction flange on the wood chipper.,hydraulic_leak,heavy leak from the main hydraulic pump suction flange on the wood chipper,3
"Main exhaust fan PLC lost analog input signal for static pressure transmitter, showing zero flow.",software_control_fault,main exhaust fan plc lost analog input signal for static pressure transmitter showing zero flow,6
Exhaust blower pillow block bearing showing early signs of fretting and rust,bearing_failure,exhaust blower pillow block bearing showing early signs of fretting and rust,0
Main hydraulic reservoir level dropping daily; traced to cracked suction line near strainer.,hydraulic_leak,main hydraulic reservoir level dropping daily traced to cracked suction line near strainer,3
"Crusher jaw liners worn smooth, rock sizing output outside of spec.",wear_and_tear,crusher jaw liners worn smooth rock sizing output outside of spec,7
"TE-01 temp sensor on main extruder showing erratic jumps up to 450F, process tripping out.",sensor_malfunction,te-01 temp sensor on main extruder showing erratic jumps up to 450f process tripping out,5
Air handler unit supply fan motor bearing temp running at 92C.,overheating,air handler unit supply fan motor bearing temp running at 92c,4
"Exhaust fan #4 sleeve bearing hot to touch, grease purged out past worn oil seal.",wear_and_tear,exhaust fan 4 sleeve bearing hot to touch grease purged out past worn oil seal,7
Overhead crane bridge travel motor wiring severed inside festoon cable track.,electrical_fault,overhead crane bridge travel motor wiring severed inside festoon cable track,2
"Extruder gear reducer oil cooler water flow is restricted, oil temp climbing steadily toward critical trip point.",overheating,extruder gear reducer oil cooler water flow is restricted oil temp climbing steadily toward critical trip point,4
"Air compressor 2 PLC memory fault, controller currently running in safe stop mode.",software_control_fault,air compressor 2 plc memory fault controller currently running in safe stop mode,6
"Emergency generator radiator blocked with debris, test run aborted due to high coolant temp.",overheating,emergency generator radiator blocked with debris test run aborted due to high coolant temp,4
Deaerator feed pump bearing housing temp spiked to 210°F within one hour.,overheating,deaerator feed pump bearing housing temp spiked to 210 f within one hour,4
"Centrifuge bowl scraper blade dull and worn down, cake not discharging cleanly.",wear_and_tear,centrifuge bowl scraper blade dull and worn down cake not discharging cleanly,7
Batch tank 1 discharge valve failed to open; SCADA command sent but feedback bit never went high.,software_control_fault,batch tank 1 discharge valve failed to open scada command sent but feedback bit never went high,6
Depalletizer vacuum lift sequence hanging on transition state 4.,software_control_fault,depalletizer vacuum lift sequence hanging on transition state 4,6
